age,gender,occupation,work_mode,work_screen_hours,leisure_screen_hours,sleep_hours,sleep_quality_1_5,stress_level_0_10,productivity_0_100,exercise_minutes_per_week,social_hours_per_week,mental_wellness_index_0_100
26.82,Female,Employed,Hybrid,1.38,6.48,6.79,1.07,8.19,54.65,101.78,12.67,16.37
