age,gender,occupation,work_mode,work_screen_hours,leisure_screen_hours,sleep_hours,sleep_quality_1_5,stress_level_0_10,productivity_0_100,exercise_minutes_per_week,social_hours_per_week,mental_wellness_index_0_100
31.31,Female,Student,Remote,5.05,5.78,6.73,1.15,9.44,44.19,101.8,6.93,7.85
